true	low	high
TreeId	numCalib	numCons	balanced	old_biased	correlation	rmsd	cor_bls	rmsd_bls	num_nodes	numInHPD	fracInHPD	percent0	percent25	percent50	percents75	percent100
cons_BD_UGAMr	10	info	n	y	0.6158103895465621	10.022755743178665	0.2144141118820067	5.672548190679403	101	56.0	55.445544554455445	7.985200000000001	11.621569999999998	13.954799999999999	16.4694	20.51071
true	low	high
16.835444000000006	6.92711	26.5335
17.308248000000003	10.3406	30.6904
17.016034	9.23091	26.1899
5.146036	4.98663	18.899
24.882282000000007	13.6957	42.6575
27.260672000000003	16.1252	50.2476
20.848696000000004	6.54833	34.8758
16.099154000000006	1.76416	22.7867
34.144794000000005	44.8914	53.7293
31.026314000000003	28.9788	42.8678
26.986063	11.2377	35.2664
23.960368	3.72485	15.9184
9.261154	1.83903	12.6783
25.692579	5.33462	20.8422
26.835035	6.38166	26.1237
29.601977	27.1927	41.1006
31.597717	30.122	44.0885
32.623328	33.3785	46.9442
5.92134	3.14568	17.551
25.814195	5.74431	27.9505
32.321215	11.7687	37.819
11.455508000000007	1.47825	11.4961
15.263561000000006	5.63942	19.6871
30.051655	6.16086	25.5258
33.124211	36.3749	49.4326
22.083704	2.18775	20.0919
22.745726	3.69165	29.0112
31.415123	13.8654	44.403
11.575354	3.94755	16.9688
2.606859	1.07821	10.1107
14.969955	6.51838	24.765
16.597095	8.29633	31.1954
21.549352	11.2907	37.9731
33.325475000000004	41.1828	52.5049
34.485179	47.8433	54.0824
45.116815	49.6811	54.1393
24.597106000000007	0.760774	14.9789
25.938855000000007	9.63755	31.0583
16.833835000000008	5.99523	24.568
27.949709000000002	18.8508	37.2508
21.829585000000005	11.3609	25.0418
8.106679000000007	2.16882	13.4919
21.812298000000006	10.7905	23.6374
19.715911000000002	7.12601	16.9734
9.271357	2.16959	8.86225
11.932172	3.19047	10.6886
19.543022	4.84679	13.9221
19.931146000000005	9.05835	20.5068
23.565425	14.0208	30.3431
17.514538	3.79681	24.8046
28.742568000000006	26.7187	40.6259
9.627209	3.91466	25.0087
17.806135	7.70915	32.3586
28.429148000000005	26.1549	40.0063
17.382788	4.37595	20.9924
22.311590000000006	13.5125	28.4474
14.468703000000007	3.7619	16.5645
19.932263000000006	8.05625	21.1911
8.804030000000006	5.45739	17.8403
27.355262000000007	21.3166	34.4338
11.819996000000007	0.882822	9.30424
15.509551000000007	4.29696	16.3067
26.811192000000005	15.6991	28.4681
11.695990000000007	9.3552	20.1062
6.658542000000007	5.91877	15.1519
14.046580000000008	10.769	21.912
26.048601000000005	12.7081	24.0513
23.143286000000007	8.46376	19.6772
15.950232000000007	4.93834	16.4716
28.098277000000003	22.9933	36.0603
23.673216000000004	18.2079	30.8634
5.607736000000007	8.07105	17.8574
20.526515000000007	13.2548	24.0834
14.325096000000007	8.75513	19.2014
5.188381000000007	6.82898	16.7855
23.375961000000004	15.4186	27.0951
21.433781000000003	9.33725	21.1461
11.388825	4.87173	15.7202
28.120191000000005	23.944	37.2104
23.346088000000005	20.713	34.1233
22.515019000000006	15.544	27.8988
10.424970000000007	7.97125	17.754
2.964960000000007	6.27791	16.0846
18.599594000000007	9.81124	19.7498
7.075775000000007	6.26425	15.7824
15.700003000000008	8.32492	17.8506
19.072229000000007	10.7572	21.2221
14.135642000000008	6.51271	17.8232
19.265777000000007	13.9161	25.6157
8.788168000000008	8.37378	20.8835
23.820708000000007	22.6922	36.0057
15.795690000000008	12.4614	32.6301
28.318603000000007	26.0056	39.7674
5.5837770000000075	5.16882	14.0644
15.948832000000007	9.32656	21.8375
24.920635000000008	17.2735	31.6056
3.8754620000000073	5.47207	19.1415
11.135644000000008	12.1982	25.9362
1.723860000000007	7.8294	21.3707
33.232711	30.9316	53.858
26.023001	16.1054	50.5046
TreeId	numCalib	numCons	balanced	old_biased	correlation	rmsd	cor_bls	rmsd_bls	num_nodes	numInHPD	fracInHPD	percent0	percent25	percent50	percents75	percent100
cons_BD_UGAMr	10	uninfo	n	y	0.7894830194957767	6.594127251791132	0.18237464522352015	5.284961087693871	101	75.0	74.25742574257426	8.895579999999999	11.276992	12.951510000000003	13.998972000000002	21.036839999999998
true	low	high
16.835444000000006	8.93309	29.7458
17.308248000000003	13.1138	33.4127
17.016034	11.3693	30.0838
5.146036	6.49148	21.9513
24.882282000000007	17.1057	43.0688
27.260672000000003	18.9178	46.0514
20.848696000000004	13.8979	41.5667
16.099154000000006	8.88461	28.9127
34.144794000000005	31.6798	51.069
31.026314000000003	11.3349	22.9425
26.986063	7.77734	16.973
23.960368	3.63704	10.7842
9.261154	2.4273	8.85165
25.692579	4.93456	12.7651
26.835035	5.84638	14.0423
29.601977	9.78463	20.1876
31.597717	13.4086	26.6261
32.623328	16.829	31.8549
5.92134	4.26454	15.8522
25.814195	7.89666	20.7189
32.321215	12.583	27.2058
11.455508000000007	2.31371	12.1144
15.263561000000006	6.51447	18.1975
30.051655	8.23807	20.8186
33.124211	21.1407	38.2734
22.083704	3.71239	19.6752
22.745726	7.2357	26.1505
31.415123	16.3722	34.1042
11.575354	5.33837	17.0795
2.606859	1.64688	10.833
14.969955	9.14676	23.313
16.597095	11.3174	26.856
21.549352	13.4078	30.5938
33.325475000000004	27.102	46.7151
34.485179	38.41	53.8887
45.116815	50.2809	54.1385
24.597106000000007	1.25527	17.4712
25.938855000000007	7.44075	38.7138
16.833835000000008	1.41401	20.2642
27.949709000000002	39.0941	51.6965
21.829585000000005	27.6867	43.296
8.106679000000007	4.2799	32.6684
21.812298000000006	26.7601	42.3135
19.715911000000002	21.1509	34.2293
9.271357	6.12654	20.2204
11.932172	8.61345	23.6865
19.543022	18.2706	29.564
19.931146000000005	24.4893	39.4359
23.565425	31.7882	46.8227
17.514538	7.60634	41.6668
28.742568000000006	44.9209	53.197
9.627209	4.4947	30.9438
17.806135	8.91669	44.0647
28.429148000000005	43.5397	52.54
17.382788	6.74388	23.2171
22.311590000000006	15.5638	30.4654
14.468703000000007	4.50101	17.3817
19.932263000000006	8.78809	21.5837
8.804030000000006	5.6013	18.0322
27.355262000000007	31.1186	44.9779
11.819996000000007	1.34297	14.7016
15.509551000000007	7.49308	25.4371
26.811192000000005	23.1802	38.3581
11.695990000000007	13.6034	26.64
6.658542000000007	8.66305	20.2981
14.046580000000008	15.7475	29.3124
26.048601000000005	17.5453	31.1672
23.143286000000007	10.6982	24.7628
15.950232000000007	7.6795	22.1081
28.098277000000003	35.1432	47.538
23.673216000000004	27.3754	41.1581
5.607736000000007	10.7739	23.3023
20.526515000000007	18.5758	31.896
14.325096000000007	11.6964	25.5368
5.188381000000007	9.31246	22.5546
23.375961000000004	21.7661	35.4559
21.433781000000003	13.4588	28.7995
11.388825	6.51387	20.4569
28.120191000000005	37.9633	49.4699
23.346088000000005	29.5974	43.8382
22.515019000000006	20.9874	33.9555
10.424970000000007	9.52976	18.1422
2.964960000000007	8.37799	16.918
18.599594000000007	11.4468	20.4555
7.075775000000007	2.62761	13.7606
15.700003000000008	8.02039	18.0451
19.072229000000007	13.4629	22.8069
14.135642000000008	8.20443	19.5465
19.265777000000007	17.578	27.7749
8.788168000000008	10.6774	22.9114
23.820708000000007	33.8019	47.0114
15.795690000000008	17.9218	44.0722
28.318603000000007	42.1355	51.7229
5.5837770000000075	8.03751	23.5836
15.948832000000007	15.0528	34.1815
24.920635000000008	25.1716	44.0301
3.8754620000000073	7.95929	27.3269
11.135644000000008	17.5768	37.0944
1.723860000000007	11.326	31.6536
33.232711	48.4707	54.0985
26.023001	27.3182	53.2893
TreeId	numCalib	numCons	balanced	old_biased	correlation	rmsd	cor_bls	rmsd_bls	num_nodes	numInHPD	fracInHPD	percent0	percent25	percent50	percents75	percent100
cons_BD_UGAMr	10	info	y	y	0.6105421786939067	9.957534414665082	0.22073636335770658	5.637234912529062	101	54.0	53.46534653465346	8.61244	11.644882	13.860926	16.286295999999997	19.779096000000003
true	low	high
16.835444000000006	6.73652	26.65
17.308248000000003	10.7846	32.6448
17.016034	8.617	27.5433
5.146036	5.31904	20.2118
24.882282000000007	12.7616	44.4952
27.260672000000003	16.2566	50.9584
20.848696000000004	6.82442	35.0492
16.099154000000006	2.21739	20.9431
34.144794000000005	44.3626	53.7019
31.026314000000003	27.9841	42.2855
26.986063	12.5572	35.669
23.960368	3.76229	16.1545
9.261154	2.46658	13.4769
25.692579	5.51989	21.6344
26.835035	6.60889	25.0431
29.601977	27.0616	41.1264
31.597717	29.9559	44.4285
32.623328	32.6774	46.9678
5.92134	2.47483	18.2216
25.814195	5.39951	26.3383
32.321215	11.5124	38.5532
11.455508000000007	1.53872	11.637
15.263561000000006	5.54062	20.3998
30.051655	5.92052	25.8643
33.124211	36.2237	49.5363
22.083704	2.12591	20.6344
22.745726	3.78589	32.755
31.415123	13.748	44.1202
11.575354	3.71326	17.0843
2.606859	0.915206	9.44535
14.969955	7.48926	25.3987
16.597095	8.60765	30.8762
21.549352	11.1701	37.4398
33.325475000000004	41.1669	52.5782
34.485179	48.0561	54.126
45.116815	49.7967	54.1397
24.597106000000007	0.909267	15.7055
25.938855000000007	9.01302	30.7253
16.833835000000008	5.07525	24.1675
27.949709000000002	19.4865	36.9457
21.829585000000005	11.5318	25.2136
8.106679000000007	2.13124	12.7669
21.812298000000006	10.6057	23.7319
19.715911000000002	7.01888	16.7858
9.271357	2.29355	9.39219
11.932172	3.22793	10.8811
19.543022	4.8776	13.9503
19.931146000000005	9.1415	20.9221
23.565425	14.2155	30.4884
17.514538	4.57445	24.7279
28.742568000000006	26.3491	40.3492
9.627209	3.3251	26.1269
17.806135	7.14524	33.5867
28.429148000000005	25.7764	39.7091
17.382788	3.86746	19.6836
22.311590000000006	12.6981	27.6254
14.468703000000007	2.74867	15.8188
19.932263000000006	7.38311	20.4817
8.804030000000006	4.99536	17.4862
27.355262000000007	21.1894	34.0486
11.819996000000007	0.958335	9.62293
15.509551000000007	3.7594	16.4988
26.811192000000005	16.0931	28.6696
11.695990000000007	9.9408	20.6587
6.658542000000007	5.77654	14.9055
14.046580000000008	11.1363	22.1899
26.048601000000005	12.372	23.8628
23.143286000000007	7.67091	19.5041
15.950232000000007	5.04258	16.2059
28.098277000000003	22.6321	35.5912
23.673216000000004	18.4118	30.7435
5.607736000000007	8.18071	17.9572
20.526515000000007	13.1679	23.8408
14.325096000000007	8.61197	18.3512
5.188381000000007	6.9263	16.6556
23.375961000000004	14.5433	26.0753
21.433781000000003	9.48299	21.8368
11.388825	4.60064	15.9691
28.120191000000005	24.1192	37.4709
23.346088000000005	20.5704	33.8523
22.515019000000006	16.8336	28.323
10.424970000000007	8.33866	17.7687
2.964960000000007	6.28718	15.9616
18.599594000000007	10.1805	19.5472
7.075775000000007	6.30865	15.1308
15.700003000000008	8.35247	17.4885
19.072229000000007	11.8013	21.6285
14.135642000000008	6.79604	18.2807
19.265777000000007	14.6258	25.5806
8.788168000000008	8.61564	20.4581
23.820708000000007	22.417	35.5892
15.795690000000008	10.734	31.7149
28.318603000000007	25.808	39.6063
5.5837770000000075	5.16114	13.5827
15.948832000000007	8.52553	22.1653
24.920635000000008	17.1872	31.8461
3.8754620000000073	5.61017	19.0831
11.135644000000008	11.7336	25.9166
1.723860000000007	8.15205	21.7958
33.232711	30.9844	53.7316
26.023001	16.48	49.0475
TreeId	numCalib	numCons	balanced	old_biased	correlation	rmsd	cor_bls	rmsd_bls	num_nodes	numInHPD	fracInHPD	percent0	percent25	percent50	percents75	percent100
cons_BD_UGAMr	10	uninfo	y	y	0.7908388558715123	6.564512592587378	0.1830772876934633	5.2557089999615565	101	76.0	75.24752475247524	7.09864	11.01032	12.9591	14.4726	20.9809
